,index,name,rate,title,rating,calories,sodium,fat,protein,personal_rating
10,0,ayydre from California,4.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
11,0,susanweiss from Rockville,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
12,0,silvia_v from Belmont,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
13,0,Tejanacooks from Texas,3.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
14,0,kevinj308,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
15,0,cellocath85 from Maryland,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
16,0,mvross from Texas,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
17,0,lhdowney from Charlotte,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
18,0,jsbjk from Winnetka,4.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
19,0,karen8221 from Westchester County,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
20,0,idesalos from Houston,5.0,"Curried Lentil, Tomato, and Coconut Soup ",5.0,437.0,667.0,28.0,13.0,"[['rhaeredekop from Winnipeg, MB ', 5], ['lizgoldsmith1960 from Lincoln, MA ', 5], ['bmaybeegeorge from Canada', 5], ['adventurousz from Boulder, CO ', 3], ['epaul77 from Mississippi ', 5], ['lizzydlangley from St. Louis ', 5], ['Jweyant from Maine ', 5], ['tjsnuffin from Cincinnati, OH ', 5], ['sarahglittle7930 from Denver, CO ', 5], ['wendymochi from Torrance ', 5], ['ayydre from California ', 4], ['susanweiss from Rockville, MD ', 5], ['silvia_v from Belmont, MA ', 5], ['Tejanacooks from Texas ', 3], ['kevinj308 ', 5], ['cellocath85 from Maryland ', 5], ['mvross from Texas ', 5], ['lhdowney from Charlotte, NC ', 5], ['jsbjk from Winnetka, IL ', 4], ['karen8221 from Westchester County, NY ', 5], ['idesalos from Houston ', 5], ['colettestp from Montreal, Canada ', 5], ['yoshihaga22 from Laguna Beach, Ca. ', 5], ['anniemh5 ', 4], ['diana.kulpa1463 from Toronto, ON ', 5]]"
21,1,ilyssa2 from NY,5.0,Roasted Butternut Squash with Herb Oil and Goat Cheese ,4.5,175.0,576.0,9.0,4.0,"[['ilyssa2 from NY, NY ', 5], ['dory92064 from San Diego, CA ', 5], ['travel80 from Winnipeg, MB ', 4], ['amyhenriott ', 3], ['mhaas12 from Philadelphia, PA ', 5]]"
22,1,dory92064 from San Diego,5.0,Roasted Butternut Squash with Herb Oil and Goat Cheese ,4.5,175.0,576.0,9.0,4.0,"[['ilyssa2 from NY, NY ', 5], ['dory92064 from San Diego, CA ', 5], ['travel80 from Winnipeg, MB ', 4], ['amyhenriott ', 3], ['mhaas12 from Philadelphia, PA ', 5]]"
23,1,travel80 from Winnipeg,4.0,Roasted Butternut Squash with Herb Oil and Goat Cheese ,4.5,175.0,576.0,9.0,4.0,"[['ilyssa2 from NY, NY ', 5], ['dory92064 from San Diego, CA ', 5], ['travel80 from Winnipeg, MB ', 4], ['amyhenriott ', 3], ['mhaas12 from Philadelphia, PA ', 5]]"
24,1,amyhenriott,3.0,Roasted Butternut Squash with Herb Oil and Goat Cheese ,4.5,175.0,576.0,9.0,4.0,"[['ilyssa2 from NY, NY ', 5], ['dory92064 from San Diego, CA ', 5], ['travel80 from Winnipeg, MB ', 4], ['amyhenriott ', 3], ['mhaas12 from Philadelphia, PA ', 5]]"
25,1,mhaas12 from Philadelphia,5.0,Roasted Butternut Squash with Herb Oil and Goat Cheese ,4.5,175.0,576.0,9.0,4.0,"[['ilyssa2 from NY, NY ', 5], ['dory92064 from San Diego, CA ', 5], ['travel80 from Winnipeg, MB ', 4], ['amyhenriott ', 3], ['mhaas12 from Philadelphia, PA ', 5]]"
26,2,mtnmeye,3.0,Pumpkin Muffins ,4.0,364.0,183.0,11.0,6.0,"[['mtnmeye ', 3], ['greenstein.rebecca9820 from NY, NY ', 5], ['mmtomd from Chicago IL ', 2], ['fkirby from Santa Fe, NM ', 1], ['nkbrooks from Ottawa, ON ', 5], ['nkbrooks from Ottawa, ON ', 5], ['denisetherealtor from Carterville, MO ', 2], ['meghanpholmes from Chanhassen MN ', 3], ['zutalors85 from nyc-sf ', 5], ['cma121680 from Westchester, NY ', 2], ['Merrill from Franktown, CO ', 1], ['jennympls from minneapolis, mn ', 5], ['RabiaS from Philadelphia, PA ', 5], ['DevilFish from Toronto, Ontario ', 4], ['A Cook ', 4], ['A Cook from Chicago, IL ', 1], ['A Cook from Berkeley, CA ', 3], ['CraftyFarmer ', 5], ['Atacat from San Francisco, CA ', 2], ['insearchofgoodfood from Vermont ', 1]]"
27,2,greensteinrebecca9820 from NY,5.0,Pumpkin Muffins ,4.0,364.0,183.0,11.0,6.0,"[['mtnmeye ', 3], ['greenstein.rebecca9820 from NY, NY ', 5], ['mmtomd from Chicago IL ', 2], ['fkirby from Santa Fe, NM ', 1], ['nkbrooks from Ottawa, ON ', 5], ['nkbrooks from Ottawa, ON ', 5], ['denisetherealtor from Carterville, MO ', 2], ['meghanpholmes from Chanhassen MN ', 3], ['zutalors85 from nyc-sf ', 5], ['cma121680 from Westchester, NY ', 2], ['Merrill from Franktown, CO ', 1], ['jennympls from minneapolis, mn ', 5], ['RabiaS from Philadelphia, PA ', 5], ['DevilFish from Toronto, Ontario ', 4], ['A Cook ', 4], ['A Cook from Chicago, IL ', 1], ['A Cook from Berkeley, CA ', 3], ['CraftyFarmer ', 5], ['Atacat from San Francisco, CA ', 2], ['insearchofgoodfood from Vermont ', 1]]"
28,2,mmtomd from Chicago IL,2.0,Pumpkin Muffins ,4.0,364.0,183.0,11.0,6.0,"[['mtnmeye ', 3], ['greenstein.rebecca9820 from NY, NY ', 5], ['mmtomd from Chicago IL ', 2], ['fkirby from Santa Fe, NM ', 1], ['nkbrooks from Ottawa, ON ', 5], ['nkbrooks from Ottawa, ON ', 5], ['denisetherealtor from Carterville, MO ', 2], ['meghanpholmes from Chanhassen MN ', 3], ['zutalors85 from nyc-sf ', 5], ['cma121680 from Westchester, NY ', 2], ['Merrill from Franktown, CO ', 1], ['jennympls from minneapolis, mn ', 5], ['RabiaS from Philadelphia, PA ', 5], ['DevilFish from Toronto, Ontario ', 4], ['A Cook ', 4], ['A Cook from Chicago, IL ', 1], ['A Cook from Berkeley, CA ', 3], ['CraftyFarmer ', 5], ['Atacat from San Francisco, CA ', 2], ['insearchofgoodfood from Vermont ', 1]]"
